timestamp,open,high,low,close,volume
2026-01-02 14:00,18827.320094016868,18829.899616938394,18826.601936822473,18828.05148186117,4966207
2026-01-02 15:00,18826.377337434435,18828.970674831206,18825.447015564194,18827.051468886682,4828052
2026-01-02 16:00,18826.608496874993,18829.27731729611,18825.821294952813,18827.36439748131,2657329
2026-01-02 17:00,18828.12838261391,18829.82964038522,18827.784581105345,18828.494504928327,758780
2026-01-02 18:00,18828.730861315966,18829.88338326678,18828.38244862968,18828.969494995108,4046110
2026-01-02 19:00,18826.908871343076,18829.028473126316,18826.35749545846,18827.778718656165,1531376
2026-01-02 20:00,18828.769338035396,18829.770619049123,18827.519344401462,18829.367851910072,4599683
2026-01-02 21:00,18830.128827504428,18832.246167608788,18830.737461755794,18831.095885976385,3695926
2026-01-02 22:00,18832.519071684903,18833.700074121585,18831.406165566666,18832.65761117375,4708214
2026-01-02 23:00,18834.146208638347,18834.434197579376,18833.915888518848,18834.2009094344,1794516
2026-01-03 00:00,18832.006666129997,18832.8913531963,18830.657522887348,18832.242244341796,586062
2026-01-03 01:00,18831.71654947422,18832.088411093297,18830.26417100816,18831.769339588824,2214473
2026-01-03 02:00,18832.455350462456,18834.91713555449,18833.00530516027,18833.259260062237,3536683
2026-01-03 03:00,18832.472114111184,18833.901862942566,18832.912025843176,18833.17189592854,4183408
2026-01-03 04:00,18832.21283630528,18834.19355080545,18832.68859112483,18832.818494558487,1293370
2026-01-03 05:00,18833.400650479474,18833.825606188308,18833.41757899808,18833.785577004637,904006
2026-01-03 06:00,18832.57667295065,18833.75369050641,18833.203149551144,18833.39903156731,4961785
2026-01-03 07:00,18832.865674349614,18833.39531598971,18831.63184080354,18833.16481517956,2653323
2026-01-03 08:00,18831.634027984794,18832.84990684142,18831.507105644672,18831.90618612773,1097598
2026-01-03 09:00,18831.519424197162,18833.759084634392,18831.026765315404,18832.05778440986,2464515
2026-01-03 10:00,18830.561442526778,18832.67237531654,18831.13507496007,18831.224887130735,4524534
2026-01-03 11:00,18831.781855462177,18833.107935071257,18830.713707019815,18832.601357591022,2412785
2026-01-03 12:00,18833.645036720212,18834.487010633962,18833.83469947036,18834.165986572636,4153630
2026-01-03 13:00,18833.48182981085,18835.70899342159,18834.25830504879,18834.475854627988,1502929
2026-01-03 14:00,18835.252984698487,18836.61220484815,18834.63815156411,18835.7023068419,1924596
2026-01-03 15:00,18837.040002634345,18838.01021692338,18836.14021821115,18837.537337297385,718400
2026-01-03 16:00,18837.218213934393,18837.621753613937,18837.005851924427,18837.574797173897,1374026
2026-01-03 17:00,18838.109356869132,18839.917658339193,18838.179594899626,18838.943632151862,2338095
2026-01-03 18:00,18838.56426489722,18840.186989632137,18838.47090729383,18838.81403735827,4214406
2026-01-03 19:00,18839.269931442766,18840.12103733879,18838.35895608204,18840.097476235813,2290793
2026-01-03 20:00,18840.63729829106,18841.930535016938,18840.842149069824,18840.849930066724,1495878
2026-01-03 21:00,18841.65213384951,18843.196656262786,18841.093337585535,18841.870798669897,4256595
2026-01-03 22:00,18842.08740712867,18844.89605533806,18842.818697404025,18842.960638333683,1531818
2026-01-03 23:00,18842.701614905483,18845.407739798753,18841.84119750482,18843.501257351123,4780831
2026-01-04 00:00,18842.962850569515,18845.418536572462,18842.366058832024,18843.916861179627,4512367
2026-01-04 01:00,18844.588158876755,18845.31116249419,18843.019454722897,18844.713055748394,190766
2026-01-04 02:00,18843.88374163614,18844.31337317085,18842.331584524596,18843.986189898118,1363868
2026-01-04 03:00,18843.68725845188,18845.591668206973,18842.20095546805,18844.153712019022,4954269
2026-01-04 04:00,18842.7613070669,18844.533080338315,18842.211255708735,18843.409254971382,2371450
2026-01-04 05:00,18841.12960825411,18843.536811588026,18840.308210913525,18841.612196823782,699024
2026-01-04 06:00,18841.699507757003,18843.148872191246,18841.684302503352,18842.55678262276,4110522
2026-01-04 07:00,18842.38407644408,18843.4539143425,18841.806569680957,18842.72226580569,3340630
2026-01-04 08:00,18841.08226292236,18842.06979054995,18841.19047076688,18841.735182494067,1620914
2026-01-04 09:00,18840.45583902396,18842.354405003218,18840.244100960743,18840.59381698069,256084
2026-01-04 10:00,18841.65677399155,18842.55601457736,18840.732343558746,18842.05683978317,615216
2026-01-04 11:00,18840.7356279611,18842.399054029673,18840.02089736974,18841.45512730336,4129968
2026-01-04 12:00,18840.004284022743,18842.50284693391,18840.616762542126,18840.670499011598,718937
2026-01-04 13:00,18841.55361625559,18842.35053760745,18840.673101448076,18841.76701989277,3129988
2026-01-04 14:00,18839.610276491665,18841.003769357474,18839.72671355498,18840.29025847926,1368209
2026-01-04 15:00,18837.892249613044,18839.657075801028,18837.817162514468,18838.447319490253,776511
2026-01-04 16:00,18836.901870932557,18838.429637824076,18836.814892995335,18837.542448442957,307362
2026-01-04 17:00,18835.490081470165,18836.12112281739,18835.014550880427,18835.593805835575,962434
2026-01-04 18:00,18833.550978524727,18835.088003860477,18831.757373348588,18833.652145618464,2144363
2026-01-04 19:00,18833.981610837393,18834.86737077213,18833.290368559676,18834.375573437494,4823945
2026-01-04 20:00,18833.294555807264,18834.0919694943,18831.730407932973,18833.45602889675,3822862
2026-01-04 21:00,18834.29572848839,18834.980077034936,18832.803622990596,18834.402368965133,4390615
2026-01-04 22:00,18833.22729044326,18834.986296648607,18831.899258419588,18833.4717523003,3837736
2026-01-04 23:00,18834.31032964343,18836.022498101258,18834.44896197291,18834.48577102676,3863806
2026-01-05 00:00,18835.597766284613,18836.139006089445,18834.648760917975,18835.753755830778,3823006
2026-01-05 01:00,18833.965518500278,18835.00056271885,18832.51559527963,18834.488014212056,3922250
2026-01-05 02:00,18832.039464612397,18833.906907468594,18831.517092232945,18832.562947041275,2895935
2026-01-05 03:00,18831.940105963375,18834.092488338483,18831.42977528056,18832.937774267786,2986040
